Description,Price,Rating,ReviewCount,Url
"HP Pavilion x360 11th Gen Intel Core i7 14 inch(35.6 cm) FHD,IPS, Multitouch 2-in-1 Laptop(16GB RAM/512GB SSD/Backlit KB/Intel Iris Xe Graphics/Pen/Alexa Built-in/MSO/1.52Kg) 14-dy1050TU, Spruce Blue","₹82,490",4.4 out of 5 stars,19,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMjU0MzI1NjI5MjA2Mjg1OjE2NzA4MjA5MjI6c3BfbXRmOjIwMDkzNzM4OTA2ODk4OjowOjo&url=%2FHP-Pavilion-Multitouch-Graphics-14-dy1050TU%2Fdp%2FB09Y98LXTT%2Fref%3Dsr_1_43_sspa%3Fcrid%3D3VP0SAVW3TZS7%26keywords%3Dlaptop%26qid%3D1670820922%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"HP 14s, 11th Gen Intel Core i3-1115G4, 8GB RAM/256GB SSD 14-inch(35.6 cm) Micro-Edge, Anti-Glare, FHD Laptop/Alexa Built-in/Win 11/Intel UHD Graphics/Dual Speakers/ MSO 2021/1.41 Kg, 14s-dy2507TU","₹36,990",4.1 out of 5 stars,269,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMjU0MzI1NjI5MjA2Mjg1OjE2NzA4MjA5MjI6c3BfbXRmOjIwMDY2MzUwMTA5Mzk4OjowOjo&url=%2FHP-i3-1115G4-Micro-Edge-Anti-Glare-14s-dy2507TU%2Fdp%2FB0B63Y75P9%2Fref%3Dsr_1_44_sspa%3Fcrid%3D3VP0SAVW3TZS7%26keywords%3Dlaptop%26qid%3D1670820922%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-44-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Acer Aspire 3 (AMD Ryzen 3-3250U/ 8GB/ 512 GB SSD/ Windows 11 Home/ MS Office) A315-23 with 39.6 cm (15.6"") Full HD Display /1.9kg","₹31,990",4.0 out of 5 stars,298,https://www.amazon.in/Acer-3-3250U-Windows-A315-23-Display/dp/B0B7P5636G/ref=sr_1_45?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820922&sprefix=laptop%2Caps%2C214&sr=8-45
"HP 14S-Intel Pentium Silver N6000- 8Gb Ram/256Gb Ssd 14 Inches (35.6Cm) Hd, Micro-Edge Display (Uhd Graphics/Alexa/Dual Speakers/Fast Charge/Windows 11 Home/Ms Office), 14S- Dq3033Tu,Jet Black","₹26,827",4.1 out of 5 stars,960,https://www.amazon.in/14S-Intel-Micro-Edge-Graphics-Speakers-Dq3033Tu/dp/B09S9PL2BS/ref=sr_1_46?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820922&sprefix=laptop%2Caps%2C214&sr=8-46
"MSI Raider GE67 HX 12UHS,Intel 12th Gen. Core i9-12900HX 15.6"" OLED Gaming Laptop(DDR5 16GB*2 /2TB NVMe PCIe Gen4x4 SSD/Windows 11 home/RTX3080Ti, GDDR6 16GB Graphics/Dark Grey/2.38Kg), 9S7-154515-057","₹4,29,990",,,https://www.amazon.in/MSI-i9-12900HX-RTX3080Ti-Graphics-9S7-154515-057/dp/B0BKVQRPL4/ref=sr_1_47?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820922&sprefix=laptop%2Caps%2C214&sr=8-47
"Lenovo ThinkBook 15 AMD Ryzen 3 5300U 15.6"" (39.62cm) FHD 220 Nits Antiglare Thin and Light Laptop (8GB/256GB SSD/Windows 11/MS Office/Mineral Grey/1.7 Kg), 21A4A09SIH","₹33,990",4.1 out of 5 stars,102,https://www.amazon.in/Lenovo-ThinkBook-39-62cm-Antiglare-21A4A09SIH/dp/B0B2PWN4CT/ref=sr_1_48?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820922&sprefix=laptop%2Caps%2C214&sr=8-48
Acer Aspire 3 AMD 3020e Dual core Processor (4GB DDR4 RAM / 1TB HDD / Windows 11 Home/ Black /Narrow Bezel / 1.9 Kg) A314-22 with 14 inches (35.5 cm) HD Display Laptop,"₹21,490",3.2 out of 5 stars,187,https://www.amazon.in/Acer-Processor-Display-Windows-A314-22/dp/B09STP52KH/ref=sr_1_49?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820922&sprefix=laptop%2Caps%2C214&sr=8-49
"ASUS Eeebook 14, 14-inch (35.56 cms) HD, Intel Pentium Silver N6000, Thin and Laptop (4GB/256GB SSD/Integrated Graphics/Windows 11/Office 2021/Black/1.3 kg), E410KA-BV121WS","₹24,990",5.0 out of 5 stars,3,https://www.amazon.in/ASUS-Eeebook-Integrated-Graphics-E410KA-BV121WS/dp/B0B4WJK6SF/ref=sr_1_50?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820922&sprefix=laptop%2Caps%2C214&sr=8-50
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5-1235U 15.6"" (39.62cm) FHD IPS Anti-Glare (16GB/512GB SDD/Windows 11/Office 2021/Backlit/1Yr Warranty/3months Game Pass/Storm Grey/1.85Kg), 82SF008YIN","₹66,690",4.0 out of 5 stars,38,https://www.amazon.in/Lenovo-i5-1235U-Anti-Glare-Warranty-82SF008YIN/dp/B0B7R5XVF3/ref=sr_1_51?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820922&sprefix=laptop%2Caps%2C214&sr=8-51
Acer Nitro 5 Gaming Laptop Intel core i7 11th Gen (16 GB/ 512 GB SSD/ NVIDIA® GeForce RTX 3050 Ti/ Windows 11 Home/144hz) AN515-57 with 39.6 cm (15.6 inches) IPS Display / 2.2 Kgs,"₹79,990",3.9 out of 5 stars,8,https://www.amazon.in/Acer-NVIDIA%C2%AE-GeForce-Windows-AN515-57/dp/B0B9YBHNTP/ref=sr_1_52?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820922&sprefix=laptop%2Caps%2C214&sr=8-52
"Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Backlit/2Yr Warranty/3months Game Pass/Arctic Grey/1.63Kg), 82RK0062IN","₹57,490",4.0 out of 5 stars,319,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMjU0MzI1NjI5MjA2Mjg1OjE2NzA4MjA5MjI6c3BfYnRmOjIwMTAxNzkzODY3Mjk4OjowOjo&url=%2FLenovo-IdeaPad-39-62cm-Warranty-82RK0062IN%2Fdp%2FB0B4KD52ZC%2Fref%3Dsr_1_53_sspa%3Fcrid%3D3VP0SAVW3TZS7%26keywords%3Dlaptop%26qid%3D1670820922%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"HP 15s, 11th Gen Intel Core i3, 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Alexa Built-in/Win 11/Intel UHD Graphics/Dual Speakers/ MS Office 2021/1.69 Kg, 15s-fr2511TU","₹40,990",4.1 out of 5 stars,129,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMjU0MzI1NjI5MjA2Mjg1OjE2NzA4MjA5MjI6c3BfYnRmOjIwMDgwMzczMzgyOTk4OjowOjo&url=%2FHP-15-6-inch-Micro-Edge-Anti-Glare-15s-fr2511TU%2Fdp%2FB0B4N1FRW8%2Fref%3Dsr_1_54_sspa%3Fcrid%3D3VP0SAVW3TZS7%26keywords%3Dlaptop%26qid%3D1670820922%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
