Description,Price,Rating,ReviewCount,Url
"Acer Nitro 5 12th Gen Intel Core Intel Core i5-12500H Processor 15.6-inch (39.62 cms) FHD 144 Hz Gaming Laptop (16 GB RAM/RTX 3050 Graphics/512 GB SSD/Windows 11 Home/2.5 Kgs/RGB Backlit), AN515-58","₹84,115",4.2 out of 5 stars,121,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDIxMzUwNTg5Nzk5MDI3OjE2NzA4MjA5MTY6c3BfbXRmOjIwMDc5MzQ3NDkyNTk4OjowOjo&url=%2FAcer-i5-12500H-Processor-15-6-inch-AN515-58%2Fdp%2FB09X79JDC5%2Fref%3Dsr_1_27_sspa%3Fcrid%3D3VP0SAVW3TZS7%26keywords%3Dlaptop%26qid%3D1670820916%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"HP 15s, 12th Gen Intel Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/1.41 Kg, 15s- fq5111TU","₹56,999",4.2 out of 5 stars,769,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDIxMzUwNTg5Nzk5MDI3OjE2NzA4MjA5MTY6c3BfbXRmOjIwMDY2NTgwNDM3Mzk4OjowOjo&url=%2FHP-Micro-Edge-Anti-Glare-15s-fq5111TU%2Fdp%2FB0B6F5V23N%2Fref%3Dsr_1_28_sspa%3Fcrid%3D3VP0SAVW3TZS7%26keywords%3Dlaptop%26qid%3D1670820916%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
HP Victus Gaming Latest AMD Ryzen 5-5600H Processor 16.1 inch(40.9 cm) FHD Gaming Laptop(8Gb RAM/512Gb SSD/4Gb Geforce RTX 3050 Graphics/144 Hz/7Ms Response Time/Win 11/MSO/B&O/Xbox Pass) 16-E0350AX,"₹67,599",4.3 out of 5 stars,905,https://www.amazon.in/HP-Processor-Graphics-Response-16-E0350AX/dp/B09RX2S3C8/ref=sr_1_29?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820916&sprefix=laptop%2Caps%2C214&sr=8-29
"ASUS Vivobook Ultra K14, 11th Gen Intel Core i5-1135G7, 14"" (35.56 cm) FHD, Thin and Light Laptop (16GB/512GB SSD/Integrated Graphics/Windows 11/Backlit KB/Office 2021/Black/1.4 kg), K413EA-EB522WS","₹56,990",4.4 out of 5 stars,4,https://www.amazon.in/ASUS-K413EA-EB522WS-14-0-inch-International-Fingerprint/dp/B09VZ21GT8/ref=sr_1_30?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820916&sprefix=laptop%2Caps%2C214&sr=8-30
"HP 15s AMD Ryzen 3- 5300U 15.6inch(39.6cm) FHD Laptop (8GB RAM/512GB SSD, Micro-Edge, Anti-Glare Display/Radeon Graphics/Windows 11 Home/Alexa/Dual Speakers/Ms Office/1.69Kg, 15s-Eq2143au)","₹38,029",4.0 out of 5 stars,"1,059",https://www.amazon.in/HP-15-6inch-Micro-Edge-Anti-Glare-15s-Eq2143au/dp/B09R1MMMTH/ref=sr_1_31?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820916&sprefix=laptop%2Caps%2C214&sr=8-31
"HP 250 G8 Laptop (11th Gen Intel Core i3-11th Gen /8GB DDR4 Ram / 512GB SSD/Windows 11/39.62 cm (15.6 inch) HD/Intel UHD Graphics) 6X4B3PA (Dark Ash,1.74 kg)","₹35,990",,,https://www.amazon.in/HP-i3-11th-Windows-Graphics-6X4B3PA/dp/B0BM6CRHGC/ref=sr_1_32?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820916&sprefix=laptop%2Caps%2C214&sr=8-32
"HP 15s- Ryzen 5-5500U 8GB RAM/512GB SSD 15.6 inch(39cm) Micro-Edge Anti-Glare FHD Laptop (Natural Silver/AMD Radeon Graphics/Alexa/Dual Speakers/Fast Charge/Windows 11/MS Office), 15s-eq2144au","₹47,127",4.1 out of 5 stars,473,https://www.amazon.in/HP-Micro-Edge-Anti-Glare-Graphics-15s-eq2144au/dp/B09RZRF1PJ/ref=sr_1_33?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820916&sprefix=laptop%2Caps%2C214&sr=8-33
"Dell New G15-5515 Gaming Laptop, AMD Ryzen5-5600H, Windows 11+Mso'21, 16Gb Gddr4, 512Gb Ssd, Nvidia RTX 3050 (4Gb Gddr6), 15.6 Inches Fhd Ag 250 Nits 120Hz Backlit Kb Orange (D560805Win9W, 2.57Kgs)","₹69,990",3.8 out of 5 stars,35,https://www.amazon.in/Dell-G15-5515-Ryzen5-5600H-Windows-D560805Win9W/dp/B09TNXY3QF/ref=sr_1_34?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820916&sprefix=laptop%2Caps%2C214&sr=8-34
Acer Aspire 3 Intel Core i5 11th Gen (12 GB/512GB SSD/Windows 11 Home/MS Office/1.7 Kg/Silver) A315-58 with 15.6-inch (39.6 cms) Full HD Display Laptop,"₹44,990",4.0 out of 5 stars,411,https://www.amazon.in/Acer-Windows-A315-58-15-6-inch-Display/dp/B0BKLFSLLV/ref=sr_1_35?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820916&sprefix=laptop%2Caps%2C214&sr=8-35
"Dell New Alienware x15 R2 Gaming Laptop, Intel i9-12900H, Win11+MSO'21 , 32GB LP DDR5, 1TB SSD, NVIDIA RTX 3080 Ti (16GB GDDR6), 15.6"" (39.62Cms) FHD 360Hz 300nits, AlienFX KB (D569942WIN9, 2.34Kgs)","₹3,56,600",4.2 out of 5 stars,3,https://www.amazon.in/Dell-Alienware-i9-12900H-39-62Cms-D569942WIN9/dp/B09TP13BDV/ref=sr_1_36?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820916&sprefix=laptop%2Caps%2C214&sr=8-36
"Acer Extensa Intel Core i3 11th Gen Intel Core i3 15.6"" (39.6 cms) Laptop - (4 GB/256 GB SSD/Windows 11 Home/Intel UHD Graphics /1.7Kg/Black) EX215-54","₹30,990",3.0 out of 5 stars,2,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDIxMzUwNTg5Nzk5MDI3OjE2NzA4MjA5MTY6c3BfYnRmOjIwMDc5Nzg5NTgzODk4OjowOjo&url=%2FAcer-Extensa-Intel-Core-Laptop%2Fdp%2FB0B5ZMF5RN%2Fref%3Dsr_1_37_sspa%3Fcrid%3D3VP0SAVW3TZS7%26keywords%3Dlaptop%26qid%3D1670820916%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Samsung Galaxy Book2 Intel 12th Gen core i5 39.6cm (15.6"") FHD LED Thin & Light Laptop (8 GB/512 GB SSD/Windows 11/MS Office/Backlit Keyboard/Finger Print Reader/Silver/1.55Kg), NP750XED-KC1IN","₹59,990",4.1 out of 5 stars,33,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDIxMzUwNTg5Nzk5MDI3OjE2NzA4MjA5MTY6c3BfYnRmOjIwMDQ3NTMxNjE2Njk4OjowOjo&url=%2FSamsung-Windows-Backlit-Keyboard-NP750XED-KC1IN%2Fdp%2FB09Z216R5Q%2Fref%3Dsr_1_38_sspa%3Fcrid%3D3VP0SAVW3TZS7%26keywords%3Dlaptop%26qid%3D1670820916%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
